name,symbol,price,change_1h,change_24h,change_7d,market_cap,volume_24h,cmc_rank,slug,url
Theta Fuel,TFUEL,0.007812,0.38825349,1.93284335,-7.79726227,57620629.49072024,1620307.7340156,353,theta-fuel,https://coinmarketcap.com/currencies/theta-fuel/
Qubic,QUBIC,0.0,0.28349864,-1.57439014,-13.8811794,57553494.51729886,794413.78403217,354,qubic,https://coinmarketcap.com/currencies/qubic/
Velo,VELO,0.003274,0.57333296,1.04274215,-5.38253186,57511958.278841935,1374782.16120073,355,velo,https://coinmarketcap.com/currencies/velo/
GMX,GMX,5.507558,0.09262149,-1.30960475,-6.38304817,57395948.08942096,3366446.65700796,356,gmx,https://coinmarketcap.com/currencies/gmx/
Dohrnii,DHN,3.343911,-0.08791084,-0.85705595,-5.64937026,57097426.61289065,388558.37499379,357,dohrnii,https://coinmarketcap.com/currencies/dohrnii/
iShares Semiconductor tokenized ETF (xStock),SOXXx,615.69,0.0,-5.06375958,-1.83827046,57025594.96442274,6156.90061569,358,ishares-semiconductor-tokenized-etf-xstock,https://coinmarketcap.com/currencies/ishares-semiconductor-tokenized-etf-xstock/
iShares MSCI Germany tokenized ETF (xStock),EWGx,39.46,0.0,0.0,0.0,56880853.08461562,0.0,359,ishares-msci-germany-tokenized-etf-xstock,https://coinmarketcap.com/currencies/ishares-msci-germany-tokenized-etf-xstock/
siren,SIREN,0.078142,-0.97586923,12.84513726,68.79501711,56604182.88162967,12973805.29268599,360,siren-bsc,https://coinmarketcap.com/currencies/siren-bsc/
Quantix Finance,QFI,56.560362,0.16562487,3.37962674,3.52354696,56560361.902484715,2331413.87185138,361,quantixai,https://coinmarketcap.com/currencies/quantixai/
Eurite,EURI,1.134539,-0.04280407,-0.51946798,-2.17228271,56294144.67255482,10743329.72013471,362,eurite,https://coinmarketcap.com/currencies/eurite/
Cysic,CYS,0.349916,0.35194946,-6.49352747,-21.6773998,56266568.97579485,5160623.04562287,363,cysic,https://coinmarketcap.com/currencies/cysic/
Visa tokenized stock (xStock),VX,326.65,0.0,-2.10387509,-0.59048081,56253717.33295059,6271.0312731,364,visa-tokenized-stock-xstock,https://coinmarketcap.com/currencies/visa-tokenized-stock-xstock/
Alchemist AI,ALCH,0.065534,0.23299476,-4.66692534,-11.93395709,55704310.82735395,8290172.40717892,365,alchemist-ai,https://coinmarketcap.com/currencies/alchemist-ai/
Baby Doge Coin,BabyDoge,0.0,0.05389919,-0.64069863,-7.90044421,55629206.97383884,3268790.77562332,366,baby-doge-coin,https://coinmarketcap.com/currencies/baby-doge-coin/
ECOMI,OMI,0.000196,-0.33284029,-2.30987374,-11.10201604,55329618.665013,1379776.10600864,367,ecomi-new,https://coinmarketcap.com/currencies/ecomi-new/
Ton Strategy tokenized stock (xStock),TONXX,3.52,0.0,10.6918239,7.97546012,54764708.90090468,13371.39390752,368,ton-strategy-tokenized-stock-xstock,https://coinmarketcap.com/currencies/ton-strategy-tokenized-stock-xstock/
Vanguard tokenized ETF (xStock),VTIX,368.822028,0.08795147,0.10871847,-0.44762416,54687519.616216086,55277.08203024,369,vanguard-tokenized-etf-xstock,https://coinmarketcap.com/currencies/vanguard-tokenized-etf-xstock/
Tria,TRIA,0.025063,-0.16621003,-11.32543666,-16.90370296,54077984.23933541,6566690.13011012,370,tria,https://coinmarketcap.com/currencies/tria/
SpaceX Tokenized bStocks,SPCXB,157.002843,0.24694167,5.55547401,-24.82659733,53363068.23749203,61961507.41986401,371,spacex-tokenized-bstocks,https://coinmarketcap.com/currencies/spacex-tokenized-bstocks/
Brett (Based),BRETT,0.00532,-0.23267159,1.99235529,-18.18543997,53204271.838107474,11632196.9949352,372,based-brett,https://coinmarketcap.com/currencies/based-brett/
CrowdStrike tokenized stock (xStock),CRWDX,679.606935,-0.12103182,1.2673687,0.5175,53105620.7420227,74.26705057,373,crowdstrike-tokenized-stock-xstock,https://coinmarketcap.com/currencies/crowdstrike-tokenized-stock-xstock/
Holo,HOT,0.000299,0.67857775,1.70503188,-5.97650497,52722156.75987551,2498902.48844544,374,holo,https://coinmarketcap.com/currencies/holo/
ZetaChain,ZETA,0.036015,0.22550879,-6.61141941,-6.7529539,52624393.271958865,12325886.75206308,375,zetachain,https://coinmarketcap.com/currencies/zetachain/
Purr,PURR,0.088369,0.38006914,-0.7232192,-24.03456755,52609721.33392887,783075.81824082,376,purr,https://coinmarketcap.com/currencies/purr/
OpenLedger,OPEN,0.175146,-1.10115124,-4.75015303,-28.50921615,52574121.708687104,11944059.16619137,377,openledger,https://coinmarketcap.com/currencies/openledger/
Spark,SPK,0.017148,-0.36177934,2.2138604,-17.62107595,52542592.951641336,11695318.78168612,378,spark,https://coinmarketcap.com/currencies/spark/
Targon,SN4,11.888438,0.08341323,4.62905476,-5.97981002,52483318.30739622,2112660.50908727,379,targon,https://coinmarketcap.com/currencies/targon/
Amazon tokenized stock (xStock),AMZNX,233.322873,-0.11856758,0.84576512,-5.42123455,52451824.70264051,13113617.50745783,380,amazon-tokenized-stock-xstock,https://coinmarketcap.com/currencies/amazon-tokenized-stock-xstock/
AbbVie tokenized stock (xStock),ABBVX,228.6866,-0.04261446,2.09365783,1.29854026,52339146.30007847,67014.80067632,381,abbvie-tokenized-stock-xstock,https://coinmarketcap.com/currencies/abbvie-tokenized-stock-xstock/
0G,0G,0.245366,1.87062534,-0.02715516,-17.96387518,52322892.845176995,9366430.96723047,382,zero-gravity,https://coinmarketcap.com/currencies/zero-gravity/
XPIN Network,XPIN,0.001344,-0.90215605,3.09311517,1.42685885,51964840.821594454,5535391.85770311,383,xpin-network,https://coinmarketcap.com/currencies/xpin-network/
Mina,MINA,0.040303,0.28093127,0.64586724,-7.99259288,51879637.40072091,5167953.18655734,384,mina,https://coinmarketcap.com/currencies/mina/
BitDCA,BDCA,0.631519,0.10540547,-3.07870944,-7.54077588,51770283.33229053,282852.9723651,385,bitdca,https://coinmarketcap.com/currencies/bitdca/
AIHub,AIH,44.09379,0.21840775,3.8692409,-15.48482044,51589734.633902214,0.0,386,aihub,https://coinmarketcap.com/currencies/aihub/
Kava,KAVA,0.047195,-0.05146347,0.99068915,0.20402944,51104617.59557618,10978991.26608888,387,kava,https://coinmarketcap.com/currencies/kava/
Honeywell tokenized stock (xStock),HONX,228.957083,-0.03071422,-2.46424968,1.74079077,50995626.56445451,635689.19043712,388,honeywell-tokenized-stock-xstock,https://coinmarketcap.com/currencies/honeywell-tokenized-stock-xstock/
Diem,DIEM,1327.041568,-0.26825701,-3.92481176,-14.28924109,50980063.42144796,898015.37285214,389,venice-ai,https://coinmarketcap.com/currencies/venice-ai/
Popcat (SOL),POPCAT,0.051515,0.93214322,1.64008572,16.47488519,50481668.4405197,36270524.07700329,390,popcat-sol,https://coinmarketcap.com/currencies/popcat-sol/
Berkshire Hathaway tokenized stock (xStock),BRK.BX,489.917226,0.0299833,-0.42020483,-0.65287808,50426365.28436109,3770.82778478,391,berkshire-hathaway-tokenized-stock-xstock,https://coinmarketcap.com/currencies/berkshire-hathaway-tokenized-stock-xstock/
KUB Coin,KUB,0.725579,-0.04522814,-1.32351441,-6.21131244,50046656.457570985,152952.96215857,392,bitkub-coin,https://coinmarketcap.com/currencies/bitkub-coin/
SuperTrust,SUT,0.264129,-0.51212835,-4.09621618,-6.7022287,49762918.46165387,168299.3719743,393,supertrust,https://coinmarketcap.com/currencies/supertrust/
TQQQ tokenized ETF (xStock),TQQQX,75.657385,-0.00778358,-0.27052571,-7.52960045,49651351.71236304,9833.58891752,394,tqqq-tokenized-stock-xstock,https://coinmarketcap.com/currencies/tqqq-tokenized-stock-xstock/
Home Depot tokenized stock (xStock),HDX,330.352345,-0.00352965,-0.79122503,-3.36317623,49654168.03511874,420.45194743,395,home-depot-tokenized-stock-xstock,https://coinmarketcap.com/currencies/home-depot-tokenized-stock-xstock/
Axelar,AXL,0.041583,0.28902687,1.10889149,-12.51347628,49563993.430308945,3036621.41870449,396,axelar,https://coinmarketcap.com/currencies/axelar/
VanEck Uranium and Nuclear tokenized ETF (xStock),NLRx,125.01,0.0,2.14069777,1.95742598,49562417.960926525,62.505,397,vaneck-uranium-and-nuclear-tokenized-etf-xstock,https://coinmarketcap.com/currencies/vaneck-uranium-and-nuclear-tokenized-etf-xstock/
aelf,ELF,0.060165,-0.0648013,1.00423681,-6.73812739,49462911.39146768,810359.94404431,398,aelf,https://coinmarketcap.com/currencies/aelf/
Helium,HNT,0.265238,2.56754772,2.44198081,-10.54599505,49419534.90273768,1867048.64061442,399,helium,https://coinmarketcap.com/currencies/helium/
Degen,DEGEN,0.002108,1.23883218,21.50372204,34.32715761,49316409.250129946,8214356.00799747,400,degen-base,https://coinmarketcap.com/currencies/degen-base/
Lombard,BARD,0.147964,0.73320576,-1.2379704,-6.98007647,49244350.078254774,9597107.3545178,401,lombard,https://coinmarketcap.com/currencies/lombard/
Oasis,ROSE,0.006321,-0.13223163,1.56773168,-10.17176241,49232050.67325321,1652760.5392612,402,oasis-network,https://coinmarketcap.com/currencies/oasis-network/
UnitedHealth tokenized stock (xStock),UNHX,423.878228,0.05220473,0.02999327,3.62727671,49149973.60998521,39576.76530867,403,unitedhealth-tokenized-stock-xstock,https://coinmarketcap.com/currencies/unitedhealth-tokenized-stock-xstock/
Concordium,CCD,0.00389,-0.18766558,-2.72329864,-14.22634904,49090740.8445491,158513.40588849,404,concordium,https://coinmarketcap.com/currencies/concordium/
Nervos Network,CKB,0.001001,0.28857223,0.77706863,-11.57314796,49063823.79081333,2684114.37234002,405,nervos-network,https://coinmarketcap.com/currencies/nervos-network/
Exxon Mobil tokenized stock (xStock),XOMX,138.342157,0.0,0.81451799,-1.8198613,49043392.863099605,602.1364734,406,exxon-mobil-tokenized-stock-xstock,https://coinmarketcap.com/currencies/exxon-mobil-tokenized-stock-xstock/
Unitas,UP,0.333824,1.10026132,-2.48637865,3.63048782,48738300.90207166,3575475.22015308,407,unitas,https://coinmarketcap.com/currencies/unitas/
Impossible Cloud Network,ICNT,0.192591,0.86949954,11.19698349,2.95144137,48726692.782802455,4361849.84604973,408,impossible-cloud-network,https://coinmarketcap.com/currencies/impossible-cloud-network/
Global X Copper Miners Tokenised ETF (xStock),COPXx,79.67,0.0,-1.32524152,-10.82381912,48440703.69215539,2255.82991824,409,global-x-copper-miners-tokenised-etf-xstock,https://coinmarketcap.com/currencies/global-x-copper-miners-tokenised-etf-xstock/
Alaya Governance Token,AGT,0.020974,-0.10175962,0.66892727,18.86458067,48358939.83012129,21807640.92012938,410,alaya-ai,https://coinmarketcap.com/currencies/alaya-ai/
Babylon,BABY,0.012975,0.25892953,-0.60316131,-18.38893282,48318146.9070479,8064884.62768377,411,babylon,https://coinmarketcap.com/currencies/babylon/
Pirate Chain,ARRR,0.245782,0.22309468,-16.21202134,-18.47364632,48225749.99114125,155618.95178516,412,pirate-chain,https://coinmarketcap.com/currencies/pirate-chain/
aPriori,APR,0.195024,-0.76694686,-3.28210628,-2.74929378,48146499.84072815,4949439.22322504,413,apriori,https://coinmarketcap.com/currencies/apriori/
Toshi,TOSHI,0.000114,0.33359717,0.73318749,-12.89317624,47938654.04292649,7432233.49747402,414,toshithecat,https://coinmarketcap.com/currencies/toshithecat/
Gamestop tokenized stock (xStock),GMEX,21.157315,-0.00038508,0.88458587,-2.47529789,47780613.55736422,355.71708007,415,gamestop-tokenized-stock-xstock,https://coinmarketcap.com/currencies/gamestop-tokenized-stock-xstock/
Alchemy Pay,ACH,0.004778,-0.19421915,0.44518057,-10.93484928,47777841.13749468,3416244.76413274,416,alchemy-pay,https://coinmarketcap.com/currencies/alchemy-pay/
"Strive, Inc. Series A Preferred tokenized stock (xStock)",SATAx,97.13485,0.0,0.0,-0.30682371,47337380.887238584,0.0,417,strive-inc-series-a-preferred-tokenized-stock-xstock,https://coinmarketcap.com/currencies/strive-inc-series-a-preferred-tokenized-stock-xstock/
DigiByte,DGB,0.002576,-0.07841301,-0.32594894,-1.6215727,47268230.03408515,2872869.68975051,418,digibyte,https://coinmarketcap.com/currencies/digibyte/
Holoworld AI,HOLO,0.064815,0.17784046,1.20687519,-4.43936597,47075274.81042924,4613778.7635826,419,holoworld-ai,https://coinmarketcap.com/currencies/holoworld-ai/
Oracle tokenized stock (xStock),ORCLX,165.923419,-1.12371203,-2.92593475,-12.20566063,47015956.610319085,8822.78671652,420,oracle-tokenized-stock-xstock,https://coinmarketcap.com/currencies/oracle-tokenized-stock-xstock/
SushiSwap,SUSHI,0.1634,-0.08425399,0.25935132,-15.26216986,46868813.63085044,4814007.33831123,421,sushiswap,https://coinmarketcap.com/currencies/sushiswap/
Flow,FLOW,0.02797,0.47439639,1.83649587,-4.73074482,46703101.17394956,3057529.67664438,422,flow,https://coinmarketcap.com/currencies/flow/
StraitsX USD,XUSD,0.999753,0.01580156,0.00112199,-0.08232766,46553138.64902517,6129382.14716031,423,straitsx-xusd,https://coinmarketcap.com/currencies/straitsx-xusd/
Kinetiq,KNTQ,0.165677,0.10769975,-0.46987985,-30.27605749,46468519.711758904,474904.60640033,424,kinetiq,https://coinmarketcap.com/currencies/kinetiq/
Sahara AI,SAHARA,0.013625,-0.32191661,19.09748059,-5.07124801,46420300.46889099,88146444.12712297,425,sahara-ai,https://coinmarketcap.com/currencies/sahara-ai/
GoPlus Security,GPS,0.008819,0.09499411,-1.42142285,-11.49892663,46395552.040944554,5196803.93168994,426,goplus-security,https://coinmarketcap.com/currencies/goplus-security/
WhiteRock,WHITE,7.1e-05,0.42506775,10.66438904,8.01947661,46212682.78166284,68059.99778183,427,whiterock,https://coinmarketcap.com/currencies/whiterock/
Loaded Lions,LION,0.001492,-0.0140657,0.40885519,-6.98192824,46016377.10731537,7558.69214492,428,loaded-lions,https://coinmarketcap.com/currencies/loaded-lions/
peaq,PEAQ,0.020973,0.00142444,1.10678734,-2.31524547,45916337.12860575,1804050.61357366,429,peaq,https://coinmarketcap.com/currencies/peaq/
Ronin,RON,0.059386,1.11659236,1.46212418,-6.42781445,45870168.68482585,3917482.26503233,430,ronin,https://coinmarketcap.com/currencies/ronin/
Fogo,FOGO,0.011888,-0.49179283,-1.09415031,-8.67190276,45702239.75066945,5764924.23344004,431,fogo,https://coinmarketcap.com/currencies/fogo/
SUPERFORTUNE,GUA,0.365331,-5.26736913,-21.30599764,-62.12025525,45666333.22236684,5052576.26889953,432,superfortune,https://coinmarketcap.com/currencies/superfortune/
AppLovin tokenized stock (xStock),APPX,454.58,0.0,-1.72093224,-11.55859063,45657182.21260232,18968.464221,433,applovin-tokenized-stock-xstock,https://coinmarketcap.com/currencies/applovin-tokenized-stock-xstock/
VNDC,VNDC,3.2e-05,0.0,0.0,-0.04214839,45620938.48113773,0.0,434,vndc,https://coinmarketcap.com/currencies/vndc/
Astar,ASTR,0.005215,0.38322435,1.5432436,-8.91722423,45453974.55467227,1548058.58389743,435,astar,https://coinmarketcap.com/currencies/astar/
Nano,XNO,0.340292,-0.12672981,0.36980128,-8.02060028,45343392.0244424,162717.28559943,436,nano,https://coinmarketcap.com/currencies/nano/
lium,SN51,11.862263,0.148068,1.28507822,3.14685044,45308837.94053424,1062764.29461375,437,celium,https://coinmarketcap.com/currencies/celium/
Creditcoin,CTC,0.083447,-0.03116277,0.30722882,-16.15377497,45116571.81469187,2430536.14179099,438,creditcoin,https://coinmarketcap.com/currencies/creditcoin/
Amp,AMP,0.000503,1.23664578,2.97203007,-6.350796,45126906.798179924,5754895.80029368,439,amp,https://coinmarketcap.com/currencies/amp/
NVIDIA Tokenized Stock (Ondo),NVDAon,201.315078,-0.00497942,-0.63781748,-3.3614575,44894487.8953696,3197517.42272669,440,nvidia-tokenized-stock-ondo,https://coinmarketcap.com/currencies/nvidia-tokenized-stock-ondo/
Movement,MOVE,0.011214,-0.20990756,2.26221331,-9.91676716,44879035.01657118,9257214.94712907,441,movement,https://coinmarketcap.com/currencies/movement/
Ontology,ONT,0.04433,-0.53646174,1.97846713,-8.26841554,44330008.52771163,5958352.228901,442,ontology,https://coinmarketcap.com/currencies/ontology/
XYO,XYO,0.003211,-0.44849608,-2.380449,-9.92504938,44320344.94551153,4278046.61108806,443,xyo,https://coinmarketcap.com/currencies/xyo/
EscoinToken,ELG,0.280677,-0.06117469,1.5612883,1.01119823,44104826.57481146,280057.52711244,444,escointoken,https://coinmarketcap.com/currencies/escointoken/
StorX Network,SRX,0.052435,-0.0238153,-0.68036624,-2.47704302,43730971.617638744,2538078.22902821,445,storx-network,https://coinmarketcap.com/currencies/storx-network/
Bedrock,BR,0.166801,0.98568015,5.00036849,-14.99803371,43576686.474034466,7699745.30714717,446,bedrock-dao,https://coinmarketcap.com/currencies/bedrock-dao/
Blur,BLUR,0.015365,-0.01443009,5.05683336,-16.18722099,43453756.697787575,13435314.95503384,447,blur-token,https://coinmarketcap.com/currencies/blur-token/
Peanut the Squirrel,PNUT,0.043438,0.40312345,2.70467295,-3.33357859,43431411.17043882,8000642.45159697,448,peanut-the-squirrel,https://coinmarketcap.com/currencies/peanut-the-squirrel/
MultiBank Group,MBG,0.174848,-0.07073921,-6.8072452,-21.43693139,43387765.18449398,2560801.3982849,449,multibank-group,https://coinmarketcap.com/currencies/multibank-group/
Frankencoin,ZCHF,1.233262,-0.03676265,-0.14707689,-2.42910145,43066949.33212597,67716.35766671,450,frankencoin,https://coinmarketcap.com/currencies/frankencoin/
Request,REQ,0.053893,0.12234478,3.76259503,-5.07078162,42936120.22666991,1686728.24299789,451,request,https://coinmarketcap.com/currencies/request/
VVS Finance,VVS,1e-06,-0.22546939,0.12762072,-5.66521104,42932736.96515155,50990.55808378,452,vvs-finance,https://coinmarketcap.com/currencies/vvs-finance/
Venus,XVS,2.613078,-0.12702792,-4.18712889,-2.1376187,42774324.51058909,6828143.05897819,453,venus,https://coinmarketcap.com/currencies/venus/
Fabric Protocol,ROBO,0.01909,-1.46898067,0.20316565,-5.99946969,42589048.603078626,15261431.720116,454,fabric-foundation,https://coinmarketcap.com/currencies/fabric-foundation/
RedStone,RED,0.098862,-0.51948922,-3.81841759,0.86642076,42228872.02814535,5101975.09048149,455,redstone,https://coinmarketcap.com/currencies/redstone/
Burnedfi,BURN,3.415113,-0.4133429,4.08440208,17.26701346,42073073.18250307,142020.37052179,456,burnedfi-app,https://coinmarketcap.com/currencies/burnedfi-app/
Aztec,AZTEC,0.014577,0.04381585,1.64698285,-9.50383426,41976886.017739795,4742666.21761927,457,aztec,https://coinmarketcap.com/currencies/aztec/
Matrixdock Gold,XAUM,4067.908086,0.48541303,0.46946191,-4.70672919,41962440.20414842,351258.35778875,458,matrixdock-gold,https://coinmarketcap.com/currencies/matrixdock-gold/
Mog Coin,MOG,0.0,0.46861897,1.31716707,-11.16566348,41927325.39659535,8727773.82086625,459,mog-coin,https://coinmarketcap.com/currencies/mog-coin/
Catizen,CATI,0.061167,1.24287543,-0.98629085,1.65506952,41430250.612271406,3583377.56814274,460,catizen,https://coinmarketcap.com/currencies/catizen/
SPDR S&P 500 Tokenized ETF (Ondo),SPYon,739.78253,-0.04776906,0.07477557,-2.09381191,41395493.6129324,1635261.59157354,461,spdr-sp-500-tokenized-etf-ondo,https://coinmarketcap.com/currencies/spdr-sp-500-tokenized-etf-ondo/
Broadcom tokenized stock (xStock),AVGOX,393.986924,1.53176974,3.62816253,3.0945787,41354299.12094699,80028.63961786,462,broadcom-tokenized-stock-xstock,https://coinmarketcap.com/currencies/broadcom-tokenized-stock-xstock/
Amber tokenized stock (xStock),AMBRX,1.58,0.0,4.63455565,6.75317372,41213472.02811071,1011.2663758,463,amber-tokenized-stock-xstock,https://coinmarketcap.com/currencies/amber-tokenized-stock-xstock/
Asteroid Shiba,ASTEROID,9.7e-05,1.24695049,-8.40626837,-2.2406584,41016440.78273767,4716203.40116445,464,asteroid-shiba,https://coinmarketcap.com/currencies/asteroid-shiba/
BankrCoin,BNKR,0.000413,-0.17744125,-0.87105811,-13.32591601,41028219.36698068,4615739.93098051,465,bankr-coin,https://coinmarketcap.com/currencies/bankr-coin/
iShares Bitcoin Trust Tokenized Stock (Ondo),IBITon,35.478864,0.17551176,0.4987931,-3.53156694,40998024.22582523,141.96963929,466,ishares-bitcoin-trust-tokenized-stock-ondo,https://coinmarketcap.com/currencies/ishares-bitcoin-trust-tokenized-stock-ondo/
Irys,IRYS,0.015917,-0.22522891,5.67718054,-11.01450931,40855082.65193071,5877264.49451327,467,irys,https://coinmarketcap.com/currencies/irys/
Paycoin,PCI,0.038197,-0.08895371,-1.84820321,-2.85598514,40759792.25541199,827755.51853992,468,payprotocol,https://coinmarketcap.com/currencies/payprotocol/
Fractal Bitcoin,FB,0.388251,-0.55972434,-0.74990313,-2.04971706,40691931.298165485,2711457.09444832,469,fractal-bitcoin,https://coinmarketcap.com/currencies/fractal-bitcoin/
Dusk,DUSK,0.08173,0.28948613,2.55934238,-12.63292161,40619893.145467885,2695150.86241578,470,dusk,https://coinmarketcap.com/currencies/dusk/
Aegis YUSD,YUSD,0.99838,-9.166e-05,-0.01648908,-0.01229619,40593350.49843159,0.0,471,aegis-yusd,https://coinmarketcap.com/currencies/aegis-yusd/
Mask Network,MASK,0.404634,1.0776065,5.95515556,4.06794366,40463429.62753014,11269825.39407665,472,mask-network,https://coinmarketcap.com/currencies/mask-network/
Verge,XVG,0.002414,0.43471514,0.85344419,-9.08184618,39878087.2135632,2248614.80143777,473,verge,https://coinmarketcap.com/currencies/verge/
Seeker,SKR,0.007917,-0.449472,3.16514659,-11.65010112,39698948.51686305,5213932.02702434,474,solana-mobile-seeker,https://coinmarketcap.com/currencies/solana-mobile-seeker/
ApeX Protocol,APEX,0.286568,-0.42044002,-0.88996051,-3.6920851,39696165.675339825,1240250.29518402,475,apex-token,https://coinmarketcap.com/currencies/apex-token/
Zerebro,ZEREBRO,0.039622,0.2921537,4.13474384,61.04719377,39619730.17876739,9346315.49070242,476,zerebro,https://coinmarketcap.com/currencies/zerebro/
Johnson & Johnson tokenized stock (xStock),JNJX,238.99,0.0,4.35333159,1.15978836,39531079.684795745,317.56250331,477,johnson-johnson-tokenized-stock-xstock,https://coinmarketcap.com/currencies/johnson-johnson-tokenized-stock-xstock/
Zest Protocol,ZEST,0.269573,0.15721242,2.76315326,0.81960047,39357722.17063294,9434250.43579511,478,zest-protocol,https://coinmarketcap.com/currencies/zest-protocol/
Gemini Dollar,GUSD,0.999012,0.00188415,-0.01115194,-0.057183,39264451.26277916,944367.85387381,479,gemini-dollar,https://coinmarketcap.com/currencies/gemini-dollar/
Notcoin,NOT,0.000395,0.7599884,0.19846352,-4.73342235,39247707.48993364,6511905.2820966,480,notcoin,https://coinmarketcap.com/currencies/notcoin/
Threshold,T,0.003513,0.14607098,2.5043993,-7.68907206,39186974.47431721,14305598.31661528,481,threshold,https://coinmarketcap.com/currencies/threshold/
Merck tokenized stock (xStock),MRKX,119.97,0.0,6.64947995,4.05932865,39171035.76540071,655.8567948,482,merck-tokenized-stock-xstock,https://coinmarketcap.com/currencies/merck-tokenized-stock-xstock/
Polymesh,POLYX,0.036842,-1.00063695,3.80540745,-10.71903216,39029151.95844622,2375202.0515085,483,polymesh,https://coinmarketcap.com/currencies/polymesh/
Momentum,MMT,0.190782,6.10015643,-4.1688622,36.136616,38937817.453026675,35660216.75602555,484,momentum-token,https://coinmarketcap.com/currencies/momentum-token/
Succinct,PROVE,0.198561,-0.44044188,0.33275236,-3.0183315,38719481.96654108,9061167.6798778,485,succinct,https://coinmarketcap.com/currencies/succinct/
CROSS,CROSS,0.086735,0.30341225,-3.41305617,-13.9415055,38420061.831198946,3221673.63370103,486,cross,https://coinmarketcap.com/currencies/cross/
Siacoin,SC,0.000682,0.14063056,-0.42816724,-6.89829177,38219418.91308055,3930402.83349836,487,siacoin,https://coinmarketcap.com/currencies/siacoin/
Eli Lilly tokenized stock (xStock),LLYX,1107.849254,0.73876144,0.8858739,-0.36653702,38206475.80170748,107181.92757193,488,eli-lilly-tokenized-stock-xstock,https://coinmarketcap.com/currencies/eli-lilly-tokenized-stock-xstock/
Score,SN44,8.84566,0.08146156,4.49181248,-12.32906613,38195444.16761538,975865.51496817,489,score,https://coinmarketcap.com/currencies/score/
Moo Deng (moodengsol.com),MOODENG,0.03856,0.33420203,1.84295829,-6.88269183,38173530.54689278,8790204.73459135,490,moo-deng-solana,https://coinmarketcap.com/currencies/moo-deng-solana/
Altlayer,ALT,0.005946,0.04055044,-1.22896943,-11.2211922,38075061.933081724,4867120.7748049,491,altlayer,https://coinmarketcap.com/currencies/altlayer/
Spacecoin,SPACE,0.006935,4.50915282,6.72666681,-8.26830291,37989370.158005655,4246883.87035919,492,spacecoin-org,https://coinmarketcap.com/currencies/spacecoin-org/
Subsquid,SQD,0.036648,0.6496625,-4.23661006,-31.26884002,37967168.82512616,4032851.47152813,493,subsquid,https://coinmarketcap.com/currencies/subsquid/
Tellor,TRB,13.611205,2.35719893,2.98725777,-5.54867832,37959214.877522655,9262232.86303553,494,tellor,https://coinmarketcap.com/currencies/tellor/
JPMorgan Chase tokenized stock (xStock),JPMX,334.93,0.0,1.11704858,-0.7055824,37855424.21167452,569.65095358,495,jpmorgan-chase-tokenized-stock-xstock,https://coinmarketcap.com/currencies/jpmorgan-chase-tokenized-stock-xstock/
BUSD,BUSD,0.999654,-0.00230264,0.00623739,-0.01574554,37829165.25874686,501300.08970994,496,binance-usd,https://coinmarketcap.com/currencies/binance-usd/
Danaher tokenized stock (xStock),DHRX,182.437347,0.44023863,0.21987106,0.45205076,37821237.305970535,50648.36320373,497,danaher-tokenized-stock-xstock,https://coinmarketcap.com/currencies/danaher-tokenized-stock-xstock/
Bank of America tokenized stock (xStock),BACX,57.96,0.32889043,0.95802125,1.61290323,37717123.37653706,411.56648316,498,bank-of-america-tokenized-stock-xstock,https://coinmarketcap.com/currencies/bank-of-america-tokenized-stock-xstock/
VeThor Token,VTHO,0.000373,0.5304674,1.45237029,-8.48869072,37660739.31579094,1355500.98418665,499,vethor-token,https://coinmarketcap.com/currencies/vethor-token/
Manta Network,MANTA,0.078948,0.57399906,1.76294265,0.57926807,37488392.531552985,3987350.57616175,500,manta-network,https://coinmarketcap.com/currencies/manta-network/
